psi=0.01, Mdot=1e-08, M=0.1, Rd=50, last_t=2.633e+06
psi=0.01, Mdot=3e-08, M=0.05, Rd=150, last_t=1.477e+03
psi=0.01, Mdot=3e-08, M=0.05, Rd=200, last_t=1.167e+03
psi=0.01, Mdot=1e-07, M=0.05, Rd=50, last_t=9.177e+02
psi=0.01, Mdot=1e-07, M=0.05, Rd=100, last_t=5.106e+02
psi=0.01, Mdot=1e-07, M=0.05, Rd=150, last_t=3.631e+02
psi=0.01, Mdot=1e-07, M=0.05, Rd=200, last_t=2.866e+02
psi=0.01, Mdot=1e-07, M=0.075, Rd=50, last_t=1.291e+03
psi=0.01, Mdot=1e-07, M=0.075, Rd=100, last_t=7.181e+02
psi=0.01, Mdot=1e-07, M=0.075, Rd=150, last_t=5.106e+02
psi=0.01, Mdot=1e-07, M=0.075, Rd=200, last_t=4.029e+02
psi=0.01, Mdot=1e-07, M=0.1, Rd=100, last_t=9.140e+02
psi=0.01, Mdot=1e-07, M=0.1, Rd=150, last_t=6.496e+02
psi=0.01, Mdot=1e-07, M=0.1, Rd=200, last_t=5.125e+02
psi=0.01, Mdot=1e-07, M=0.125, Rd=100, last_t=1.102e+03
psi=0.01, Mdot=1e-07, M=0.125, Rd=150, last_t=7.837e+02
psi=0.01, Mdot=1e-07, M=0.125, Rd=200, last_t=6.182e+02
psi=0.01, Mdot=1e-07, M=0.15, Rd=100, last_t=1.285e+03
psi=0.01, Mdot=1e-07, M=0.15, Rd=150, last_t=9.136e+02
psi=0.01, Mdot=1e-07, M=0.15, Rd=200, last_t=7.209e+02
psi=0.01, Mdot=3e-07, M=0.05, Rd=20, last_t=5.698e+02
psi=0.01, Mdot=3e-07, M=0.05, Rd=50, last_t=2.578e+02
psi=0.01, Mdot=3e-07, M=0.05, Rd=100, last_t=1.429e+02
psi=0.01, Mdot=3e-07, M=0.05, Rd=150, last_t=1.015e+02
psi=0.01, Mdot=3e-07, M=0.075, Rd=20, last_t=8.048e+02
psi=0.01, Mdot=3e-07, M=0.075, Rd=50, last_t=3.635e+02
psi=0.01, Mdot=3e-07, M=0.075, Rd=100, last_t=2.012e+02
psi=0.01, Mdot=3e-07, M=0.075, Rd=150, last_t=1.428e+02
psi=0.01, Mdot=3e-07, M=0.075, Rd=200, last_t=1.127e+02
psi=0.01, Mdot=3e-07, M=0.1, Rd=20, last_t=1.029e+03
psi=0.01, Mdot=3e-07, M=0.1, Rd=50, last_t=4.636e+02
psi=0.01, Mdot=3e-07, M=0.1, Rd=100, last_t=2.567e+02
psi=0.01, Mdot=3e-07, M=0.1, Rd=150, last_t=1.822e+02
psi=0.01, Mdot=3e-07, M=0.1, Rd=200, last_t=1.434e+02
psi=0.01, Mdot=3e-07, M=0.125, Rd=20, last_t=1.245e+03
psi=0.01, Mdot=3e-07, M=0.125, Rd=50, last_t=5.607e+02
psi=0.01, Mdot=3e-07, M=0.125, Rd=100, last_t=3.100e+02
psi=0.01, Mdot=3e-07, M=0.125, Rd=150, last_t=2.200e+02
psi=0.01, Mdot=3e-07, M=0.125, Rd=200, last_t=1.731e+02
psi=0.01, Mdot=3e-07, M=0.15, Rd=20, last_t=1.456e+03
psi=0.01, Mdot=3e-07, M=0.15, Rd=50, last_t=6.545e+02
psi=0.01, Mdot=3e-07, M=0.15, Rd=100, last_t=3.616e+02
psi=0.01, Mdot=3e-07, M=0.15, Rd=150, last_t=2.566e+02
psi=0.01, Mdot=3e-07, M=0.15, Rd=200, last_t=2.018e+02
psi=0.01, Mdot=1e-06, M=0.05, Rd=20, last_t=1.434e+02
psi=0.01, Mdot=1e-06, M=0.075, Rd=20, last_t=2.032e+02
psi=0.01, Mdot=1e-06, M=0.075, Rd=50, last_t=9.088e+01
psi=0.01, Mdot=1e-06, M=0.1, Rd=20, last_t=2.601e+02
psi=0.01, Mdot=1e-06, M=0.1, Rd=50, last_t=1.161e+02
psi=0.01, Mdot=1e-06, M=0.125, Rd=20, last_t=3.153e+02
psi=0.01, Mdot=1e-06, M=0.125, Rd=50, last_t=1.405e+02
psi=0.01, Mdot=1e-06, M=0.125, Rd=100, last_t=7.732e+01
psi=0.01, Mdot=1e-06, M=0.15, Rd=20, last_t=3.688e+02
psi=0.01, Mdot=1e-06, M=0.15, Rd=50, last_t=1.641e+02
psi=0.01, Mdot=1e-06, M=0.15, Rd=100, last_t=9.032e+01
psi=10, Mdot=3e-09, M=0.05, Rd=100, last_t=1.919e+06
psi=10, Mdot=3e-07, M=0.05, Rd=100, last_t=9.544e+02
