# Bitsch2015Model pb_gas_f: 0.1, migrate: True
# GasAccretionf_max: 0.8, f_py: 0.2, kappa_env: 0.05 cm^2 g^-1, rho_core: 5.5 g cm^-1
# PebbleAccretionHill
# CridaMigration 
#	 TypeIMigration gamma: 1.4
#	 TypeIIMigration
# time: 70000.0yr
# R M_core M_env t_form
0.9202957566765161 0.7405281110754655 0.07355944183372652 0.0
2.1194073020100714 9.570292140148146 3.4148191705854787 0.0
8.40134144062756 3.6487154401832456 0.6096948731799661 0.0
19.773340788526994 0.42404243418907805 0.03943310720295155 0.0
29.89875438705922 0.17986700231351743 0.010891870762951226 0.0
0.9913348823753482 0.07667845724192139 0.00742037311272975 0.0
4.192247419610377 3.1031501128008676 0.41757982875007255 0.0
9.827396529418888 0.39197819279629026 0.043122597909549774 0.0
19.977766517345497 0.04168330181581054 0.0035403340314000557 0.0
29.990025348355857 0.01783119776275251 0.0008914810817707282 0.0
