# Grid R0: 0.1, R1: 1000, N: 1000, spacing: natural
# SimpleStar M: 1Msun, R: 1Rsun, T: 5770K, age: 250000.00000000157yr
# SimpleDiscEOS gamma: 1.0, mu: 2.33, alpha: 0.001, mu: 2.33, K0= 0.01
# DustGrowthTwoPop feedback: True, rho_s: 1.0g cm^-3, uf_0: 100.0cm s^-1, uf_ice: 1000.0cm s^-1, thresh: 0.1, f_grow: 1.0, a0: 1e-05cm
# ViscousEvolutionFV tol: 0.5
# SingleFluidDrift diffusion: False settling: False van-leer: False
# Bitsch2015Model pb_gas_f: 0.1, migrate: True
# GasAccretionf_max: 0.8, f_py: 0.2, kappa_env: 0.05 cm^2 g^-1, rho_core: 5.5 g cm^-1
# PebbleAccretionHill
# CridaMigration 
#	 TypeIMigration gamma: 1.4
#	 TypeIIMigration
# time: 250000.0yr
# R Sigma T epsilon[0] epsilon[1] a[0] a[1] Mdot MdotSS
0.11014502500000001 1514.1309838206832 5757.768674942388 0.005635866702935044 0.016907600108805133 1e-05 0.5655728144161467 1.80026E-09 8.54100E-09
0.131905225 1409.0615266030056 4680.576880566206 0.005355642878178443 0.016066928634535328 1e-05 0.6481978800786176 1.80871E-09 8.46771E-09
0.155625625 1318.8063873984631 3869.798871911364 0.004866006963840149 0.014598020891520447 1e-05 0.7352550521791354 1.81565E-09 8.39721E-09
0.18130622500000002 1240.8343443720105 3246.9510449905747 0.00441203642704417 0.01323610928113251 1e-05 0.8260131710518307 1.82152E-09 8.33590E-09
0.208947025 1172.7409976100007 2758.9961300624564 0.0039988772294010985 0.011996631688203295 1e-05 0.9203010877533998 1.82651E-09 8.28230E-09
0.23854802500000002 1112.709123459523 2370.185515212481 0.0036256022615341645 0.010876806784602493 1e-05 1.017974067100739 1.83075E-09 8.23515E-09
0.27010922499999995 1059.34498567332 2055.768049039181 0.003290028806424506 0.009870086419273519 1e-05 1.118901446872364 1.83438E-09 8.19340E-09
0.30363062499999993 1011.5611149612629 1798.1907304709093 0.002989320861676726 0.008967962585030177 1e-05 1.2229647268735935 1.83747E-09 8.15624E-09
0.33911222499999993 968.4961158533557 1584.7406118251808 0.0027203620686534233 0.00816108620596027 1e-05 1.3300558613663693 1.84010E-09 8.12297E-09
0.37655402499999996 929.4585354780805 1406.0373075392529 0.002480002052276939 0.007440006156830817 1e-05 1.4400756200604543 1.84232E-09 8.09304E-09
0.415956025 893.8867237500319 1255.0437421813342 0.002265208849605755 0.006795626548817265 1e-05 1.5529320598901217 1.84417E-09 8.06596E-09
0.457318225 861.3195844359162 1126.4017353957674 0.0020731548781833904 0.006219464634550171 1e-05 1.66853912556791 1.84569E-09 8.04135E-09
0.5006406250000001 831.3749056192802 1015.9764041204703 0.0019012581139829653 0.005703774341948896 1e-05 1.7868153775694868 1.84691E-09 8.01887E-09
0.545923225 803.7330667244155 920.5378684214116 0.0017471944988867738 0.0052415834966603216 1e-05 1.907682834938814 1.84784E-09 7.99824E-09
0.593166025 778.1246247403735 837.535094924909 0.0016088928633778811 0.004826678590133643 1e-05 2.0310659149365455 1.84851E-09 7.97922E-09
0.6423690250000001 754.3207420636157 764.9327196058694 0.001484520007396387 0.004453560022189161 1e-05 2.156890449986688 1.84893E-09 7.96159E-09
0.6935322250000001 732.1257245078906 701.0916478534677 0.001372460925397037 0.004117382776191111 1e-05 2.2850827630481994 1.84912E-09 7.94519E-09
0.7466556250000002 711.3711458076781 644.6805550813948 0.0012712972941246823 0.003813891882374047 1e-05 2.415568784417859 1.84907E-09 7.92985E-09
0.8017392250000002 691.9111784206116 594.6095084257726 0.0011797860665863022 0.0035393581997589067 1e-05 2.5482731954135476 1.84879E-09 7.91545E-09
0.8587830250000003 673.6188510716304 549.9796316576844 0.0010968391697805102 0.0032905175093415305 1e-05 2.6831185869882455 1.84830E-09 7.90187E-09
0.9177870250000001 656.3830250816447 510.04454609397703 0.001021504763499949 0.003064514290499847 1e-05 2.8200246238107383 1.84760E-09 7.88900E-09
0.9787512249999999 640.1059331360226 474.1805522718053 0.0009529501939768792 0.002858850581930638 1e-05 2.958907206514292 1.84668E-09 7.87676E-09
1.0416756249999999 624.7011618070355 441.86336719565577 0.0008904466056986122 0.0026713398170958363 1e-05 3.0996776265029715 1.84555E-09 7.86507E-09
1.106560225 610.091986933139 412.6498261426765 0.0008333551102768904 0.002500065330830671 1e-05 3.242241708820449 1.84421E-09 7.85386E-09
1.1734050249999999 596.2099916770933 386.1633783918516 0.0007811144152993876 0.002343343245898163 1e-05 3.386498939119736 1.84267E-09 7.84307E-09
1.2422100249999999 582.9939126777647 362.0825070353735 0.0007332298564076101 0.0021996895692228307 1e-05 3.5323415708327612 1.84092E-09 7.83263E-09
1.312975225 570.3886715402892 340.1314205376598 0.0006892638239086848 0.0020677914717260543 1e-05 3.6796537084631606 1.83895E-09 7.82251E-09
1.3857006250000001 558.3445579436145 320.0725225507364 0.000648827606888897 0.001946482820666691 1e-05 3.828310362862606 1.83678E-09 7.81265E-09
1.4603862250000001 546.8165375789156 301.7002835772434 0.000611574675502256 0.001834724026506768 1e-05 3.9781764748061876 1.83439E-09 7.80302E-09
1.537032025 535.7636634758672 284.8362251313076 0.0005771953776185072 0.0017315861328555215 1e-05 4.129105904532782 1.83178E-09 7.79357E-09
1.6156380250000002 525.1485734062726 269.32479232141463 0.0005454129424413553 0.001636238827324066 1e-05 4.280940387407827 1.82895E-09 7.78428E-09
1.6962042250000002 514.937059266749 255.0299401097513 0.0005159805758076499 0.0015479417274229497 1e-05 4.433508459518662 1.82590E-09 7.77510E-09
1.7787306250000001 505.0976968610734 241.83229607040317 0.0004886793239570648 0.0014660379718711945 1e-05 4.586624361566381 1.82262E-09 7.76602E-09
1.8632172250000003 495.6015265078806 229.62679129262543 0.0004633163039064531 0.0013899489117193593 1e-05 4.740086934341031 1.81910E-09 7.75701E-09
1.9496640250000004 486.4217765319555 218.32067335060734 0.0004397228770384559 0.0013191686311153678 1e-05 4.893678523642219 1.81534E-09 7.74803E-09
2.0380710250000003 477.53362306547524 207.83183259509266 0.0004177523975086956 0.0012532571925260867 1e-05 5.047163915995061 1.81133E-09 7.73907E-09
2.1284382250000005 468.91398076705167 198.08738659837442 0.00039727730327925606 0.0011918319098377682 1e-05 5.2002893283587035 1.80707E-09 7.73010E-09
2.2207656250000003 460.54132011104326 189.02247827837382 0.00037818552102690295 0.001134556563080709 1e-05 5.352781475084873 1.80256E-09 7.72111E-09
2.3150532250000007 452.3955078316728 180.5792516913805 0.00036037639364965517 0.0010811291809489656 1e-05 5.50434673408985 1.79778E-09 7.71208E-09
2.4113010250000007 444.4576679286471 172.70597620461743 0.00034375656170857285 0.0010312696851257186 1e-05 5.654670432637904 1.79273E-09 7.70298E-09
2.509509025 436.71006133963175 165.35629510822596 0.0003282363812588772 0.0009847091437766315 1e-05 5.803416272939139 1.78741E-09 7.69380E-09
2.609677225 429.1359829378775 158.48857898506154 0.0003137274879318093 0.0009411824637954279 1e-05 5.950225920844467 1.78180E-09 7.68452E-09
2.711805625 421.7196748999601 152.06536754873636 0.00030014198821573014 0.0009004259646471904 1e-05 6.0947187889370165 1.77590E-09 7.67513E-09
2.815894225 414.4462557021169 146.05288636637295 0.0002873934759853051 0.0008621804279559152 1e-05 6.236492059046463 1.76969E-09 7.66561E-09
2.921943025 407.3016640625823 140.42062705370142 0.000275399683108359 0.000826199049325077 1e-05 6.375121007924336 1.76317E-09 7.65594E-09
3.029952025 400.2726171017848 135.14098129482474 0.0002640861690791741 0.0007922585072375223 1e-05 6.510159720984984 1.75630E-09 7.64611E-09
3.139921225 393.3465819190672 130.18892050402053 0.000253390152728003 0.0007601704581840091 1e-05 6.641142298607509 1.74909E-09 7.63609E-09
3.2518506250000003 386.51175976626797 125.5417141945539 0.00024326349347903497 0.0007297904804371049 1e-05 6.76758467300929 1.74151E-09 7.62589E-09
3.365740225 379.7570820882023 121.17868120301604 0.00023367398621605982 0.0007010219586481795 1e-05 6.888987157712625 1.73354E-09 7.61547E-09
3.4815900250000005 373.0722178835392 117.08096886093314 0.00022460449572139763 0.0006738134871641929 1e-05 7.004837845105691 1.72518E-09 7.60483E-09
3.5994000250000004 366.44759201603006 113.2313560097606 0.000216049888947913 0.0006481496668437391 1e-05 7.114616952049447 1.71641E-09 7.59395E-09
3.7191702250000005 359.8744141134081 109.61407641697012 0.00020801206425825365 0.0006240361927747609 1e-05 7.217802191165954 1.70722E-09 7.58281E-09
3.8409006250000006 353.34471738835805 106.21465968263873 0.00020049354328440628 0.0006014806298532188 1e-05 7.3138752161758465 1.69759E-09 7.57140E-09
