# Grid R0: 0.1, R1: 1000, N: 1000, spacing: natural
# SimpleStar M: 1Msun, R: 1Rsun, T: 5770K, age: 560000.0000000003yr
# SimpleDiscEOS gamma: 1.0, mu: 2.33, alpha: 0.001, mu: 2.33, K0= 0.01
# DustGrowthTwoPop feedback: True, rho_s: 1.0g cm^-3, uf_0: 100.0cm s^-1, uf_ice: 1000.0cm s^-1, thresh: 0.1, f_grow: 1.0, a0: 1e-05cm
# ViscousEvolutionFV tol: 0.5
# SingleFluidDrift diffusion: False settling: False van-leer: False
# Bitsch2015Model pb_gas_f: 0.1, migrate: True
# GasAccretionf_max: 0.8, f_py: 0.2, kappa_env: 0.05 cm^2 g^-1, rho_core: 5.5 g cm^-1
# PebbleAccretionHill
# CridaMigration 
#	 TypeIMigration gamma: 1.4
#	 TypeIIMigration
# time: 560000.0yr
# R Sigma T epsilon[0] epsilon[1] a[0] a[1] Mdot MdotSS
0.11014502500000001 1386.3297195095915 5271.791529040925 0.0006685193332496104 0.0020055579997488313 1e-05 0.5770683443403178 1.53944E-09 7.16005E-09
0.131905225 1290.770776157478 4287.657638531049 0.0006319116735789662 0.0018957350207368987 1e-05 0.6607112919302297 1.54670E-09 7.10568E-09
0.155625625 1209.161714964291 3548.0865765080694 0.0005717439840800859 0.0017152319522402576 1e-05 0.7481310143975617 1.55281E-09 7.05901E-09
0.18130622500000002 1138.6079884350695 2979.476418283983 0.00051692192044284 0.0015507657613285201 1e-05 0.8391067163085556 1.55799E-09 7.01903E-09
0.208947025 1076.9305379568361 2533.6249001813194 0.00046743254145453555 0.0014022976243636067 1e-05 0.9335002493343689 1.56243E-09 6.98438E-09
0.23854802500000002 1022.4950468254991 2178.0612154094033 0.0004230139354431047 0.001269041806329314 1e-05 1.0311871597687097 1.56625E-09 6.95407E-09
0.27010922499999995 974.0505028162079 1890.2957176927307 0.0003832992858817411 0.0011498978576452233 1e-05 1.1320541277583487 1.56954E-09 6.92730E-09
0.30363062499999993 930.6221417062902 1654.37161727192 0.0003478741300964797 0.001043622390289439 1e-05 1.2359969774270154 1.57240E-09 6.90349E-09
0.33911222499999993 891.4385352211755 1458.7255359414348 0.00031631373776826004 0.0009489412133047801 1e-05 1.3429189905502954 1.57487E-09 6.88215E-09
0.37655402499999996 855.8807182440113 1294.819962783252 0.00028820605605571324 0.0008646181681671397 1e-05 1.4527294482651294 1.57700E-09 6.86289E-09
0.415956025 823.4459299453041 1156.2458507962572 0.00026316469725829784 0.0007894940917748935 1e-05 1.565342344288662 1.57883E-09 6.84542E-09
