# Bitsch2015Model pb_gas_f: 0.1, migrate: True
# GasAccretionf_max: 0.8, f_py: 0.2, kappa_env: 0.05 cm^2 g^-1, rho_core: 5.5 g cm^-1
# PebbleAccretionHill
# CridaMigration 
#	 TypeIMigration gamma: 1.4
#	 TypeIIMigration
# time: 440000.0yr
# R M_core M_env t_form
0.841899807572142 0.10745322377527443 0.003170198779585353 0.0
3.9345620352661133 0.1277764921779868 0.006990447713179046 0.0
8.513707884583587 0.17446916567337653 0.014807946312664012 0.0
19.0416876635882 0.15160979751132703 0.01199017607938326 0.0
29.385859717648042 0.12604728667295817 0.008493152503015891 0.0
0.9827248986617849 0.010762144309964522 0.0001031571606603517 0.0
4.889448952174713 0.012771913002808702 0.0003284510199315882 0.0
9.856927366657407 0.017413553647591482 0.0008514397821487874 0.0
19.907526268531676 0.015118216187620876 0.0006012151978489018 0.0
29.940697964042187 0.01256830302489873 0.00032378851631624853 0.0
