# Bitsch2015Model pb_gas_f: 0.1, migrate: True
# GasAccretionf_max: 0.8, f_py: 0.2, kappa_env: 0.05 cm^2 g^-1, rho_core: 5.5 g cm^-1
# PebbleAccretionHill
# CridaMigration 
#	 TypeIMigration gamma: 1.4
#	 TypeIIMigration
# time: 650000.0yr
# R M_core M_env t_form
0.7799997524332192 0.10627243670115502 0.0036924055654461298 0.0
3.7256721886957433 0.10887652777455183 0.0057908514961323865 0.0
8.742456885040648 0.10754356662551355 0.0063198547254835775 0.0
18.976876293270703 0.11330594525168002 0.007609889353879255 0.0
29.23954594634509 0.10752868672913295 0.007127865395985089 0.0
0.9750361455836145 0.010661551497550234 0.00010189655452809147 0.0
4.868603658295983 0.010865925466520418 0.00014338484926232665 0.0
9.879904692003695 0.0107131928887691 0.00013854682779565388 0.0
19.9020319653077 0.011303662767069688 0.0001932000237022612 0.0
29.927136251395336 0.01073575219239959 0.0001443362388492599 0.0
